"scientificName","n","dataFrom"
"Coelioxys abnormis Holmberg, 1887",15,"randomisedSample"
"Coelioxys acanthosara Rocha-Filho, 2015",5,"randomisedSample"
"Coelioxys acutivalva Friese, 1922",3,"randomisedSample"
"Coelioxys alacer Holmberg, 1888",157,"randomisedSample"
"Coelioxys alayoi Genaro, 2001",2,"randomisedSample"
"Coelioxys albomarginatus Friese, 1922",9,"randomisedSample"
"Coelioxys amazonicus Schrottky, 1902",1,"randomisedSample"
"Coelioxys ambrosettii Holmberg, 1918",1,"randomisedSample"
"Coelioxys annamensis Dusmet y Alonso, 1915",5,"randomisedSample"
"Coelioxys aspaste Holmberg, 1916",45,"randomisedSample"
"Coelioxys bertonii Schrottky, 1909",13,"randomisedSample"
"Coelioxys bicingulatus Holmberg, 1918",1,"randomisedSample"
"Coelioxys bifoliatus Pasteels, 1968",9,"randomisedSample"
"Coelioxys binghami Pasteels, 1968",199,"randomisedSample"
"Coelioxys bipustulatus Friese, 1922",51,"randomisedSample"
"Coelioxys bonplandianus Holmberg, 1918",2,"randomisedSample"
"Coelioxys brachypyga Friese, 1922",127,"randomisedSample"
"Coelioxys brasiliensis Friese, 1922",20,"randomisedSample"
"Coelioxys brevicaudatus_homonym Friese, 1935",186,"randomisedSample"
"Coelioxys breviventris Friese, 1935",1,"randomisedSample"
"Coelioxys bruchi Schrottky, 1909",1,"randomisedSample"
"Coelioxys buehleri Schrottky, 1909",1,"randomisedSample"
"Coelioxys calabarensis Pasteels, 1968",1,"randomisedSample"
"Coelioxys carinicauda Pasteels, 1968",2,"randomisedSample"
"Coelioxys castaneus Morawitz, 1886",6,"randomisedSample"
"Coelioxys cavigena Pasteels, 1968",49,"randomisedSample"
"Coelioxys cearensis Friese, 1922",9,"randomisedSample"
"Coelioxys chola Holmberg, 1916",4,"randomisedSample"
"Coelioxys cochleariformis Friese, 1922",75,"randomisedSample"
"Coelioxys coloratulus Cockerell, 1939",178,"randomisedSample"
"Coelioxys columbicus Friese, 1922",31,"randomisedSample"
"Coelioxys concolor Friese, 1922",100,"randomisedSample"
"Coelioxys cordilleranus Holmberg, 1909",1,"randomisedSample"
"Coelioxys crassiventris Friese, 1935",1,"randomisedSample"
"Coelioxys dentiger Mocsáry, 1892",2,"randomisedSample"
"Coelioxys desmieri Pasteels, 1968",1,"randomisedSample"
"Coelioxys digitatus Friese, 1922",2,"randomisedSample"
"Coelioxys digueti Pérez, 1905",4,"randomisedSample"
"Coelioxys diversidentatus Holmberg, 1916",4,"randomisedSample"
"Coelioxys doeringi Holmberg, 1916",1,"randomisedSample"
"Coelioxys domesticus Holmberg, 1918",1,"randomisedSample"
"Coelioxys duckei Friese, 1922",248,"randomisedSample"
"Coelioxys edentatus Schrottky, 1909",1,"randomisedSample"
"Coelioxys elatus Holmberg, 1916",4,"randomisedSample"
"Coelioxys elongativentris (Pasteels, 1977)",4,"randomisedSample"
"Coelioxys elsei Schwarz, 2001",2,"randomisedSample"
"Coelioxys epaenete Holmberg, 1916",29,"randomisedSample"
"Coelioxys epistene Holmberg, 1916",4,"randomisedSample"
"Coelioxys fimbriatus Friese, 1922",48,"randomisedSample"
"Coelioxys floreus Wu, 2006",1,"randomisedSample"
"Coelioxys fontanae Holmberg, 1909",4,"randomisedSample"
"Coelioxys frieseanus Holmberg, 1916",4,"randomisedSample"
"Coelioxys frigens Holmberg, 1916",6,"randomisedSample"
"Coelioxys gallardoi Holmberg, 1916",2,"randomisedSample"
"Coelioxys genoconcavitus Gupta, 1991",358,"randomisedSample"
"Coelioxys gracillimus (Pasteels, 1977)",2,"randomisedSample"
"Coelioxys guaraniticus Schrottky, 1909",3,"randomisedSample"
"Coelioxys hickeni Holmberg, 1918",3,"randomisedSample"
"Coelioxys hirtiventris Popov, 1946",1,"randomisedSample"
"Coelioxys holmbergi Schrottky, 1920",1,"randomisedSample"
"Coelioxys huarpum Holmberg, 1916",1,"randomisedSample"
"Coelioxys hubrichianus Holmberg, 1918",3,"randomisedSample"
"Coelioxys hyalinipennis Friese, 1935",1,"randomisedSample"
"Coelioxys incarinatus Friese, 1904",1,"randomisedSample"
"Coelioxys incisus Alfken, 1931",9,"randomisedSample"
"Coelioxys iranicus Warncke, 1992",1,"randomisedSample"
"Coelioxys joergenseni Holmberg, 1909",2,"randomisedSample"
"Coelioxys joergensenianus Holmberg, 1916",1,"randomisedSample"
"Coelioxys jordianus Rocha-Filho, 2015",4,"randomisedSample"
"Coelioxys kasachstanus Warncke, 1992",1,"randomisedSample"
"Coelioxys katangensis Cockerell, 1932",2,"randomisedSample"
"Coelioxys khasianus Cameron, 1904",2,"randomisedSample"
"Coelioxys labiosus Moure, 1951",2,"randomisedSample"
"Coelioxys lacteus Rocha-Filho, 2015",51,"randomisedSample"
"Coelioxys laevicollis Friese, 1922",3,"randomisedSample"
"Coelioxys langi Cockerell, 1935",1,"randomisedSample"
"Coelioxys latefasciatus Morawitz, 1887",29,"randomisedSample"
"Coelioxys laticeps Friese, 1922",9,"randomisedSample"
"Coelioxys laudabilis Holmberg, 1888",3,"randomisedSample"
"Coelioxys leopoldensis Friese, 1922",1,"randomisedSample"
"Coelioxys leopoldinae Friese, 1922",66,"randomisedSample"
"Coelioxys lepotaxis Enderlein, 1906",1,"randomisedSample"
"Coelioxys longiventris Friese, 1922",55,"randomisedSample"
"Coelioxys luangwanus Cockerell, 1939",2,"randomisedSample"
"Coelioxys lyprura Moure, 1951",11,"randomisedSample"
"Coelioxys macaria Holmberg, 1916",62,"randomisedSample"
"Coelioxys marchalli Pasteels, 1968",1,"randomisedSample"
"Coelioxys mendozinus Holmberg, 1903",41,"randomisedSample"
"Coelioxys mimeticus Holmberg, 1916",1,"randomisedSample"
"Coelioxys mutans Holmberg, 1916",3,"randomisedSample"
"Coelioxys nitidicollis Friese, 1922",1,"randomisedSample"
"Coelioxys nivosus Pasteels, 1968",7,"randomisedSample"
"Coelioxys oaxacanus J. R. Baker, 1975",5,"randomisedSample"
"Coelioxys obscuriventris Friese, 1922",15,"randomisedSample"
"Coelioxys obtusivalva Friese, 1922",3,"randomisedSample"
"Coelioxys occidentalis Holmberg, 1916",100,"randomisedSample"
"Coelioxys octodenticulatus Friese, 1935",1,"randomisedSample"
"Coelioxys opacicollis Friese, 1922",8,"randomisedSample"
"Coelioxys paradoxus Friese, 1922",120,"randomisedSample"
"Coelioxys paraguayus Moure, 1943",1,"randomisedSample"
"Coelioxys paranensis Schrottky, 1920",2,"randomisedSample"
"Coelioxys patagonicus Schrottky, 1909",1,"randomisedSample"
"Coelioxys patiens Holmberg, 1916",42,"randomisedSample"
"Coelioxys pauloensis Friese, 1922",1,"randomisedSample"
"Coelioxys pedregalensis Holmberg, 1916",9,"randomisedSample"
"Coelioxys peregrinatus Cockerell, 1911",2,"randomisedSample"
"Coelioxys picicornis Morawitz, 1887",5,"randomisedSample"
"Coelioxys pielianus Friese, 1935",126,"randomisedSample"
"Coelioxys piliclypeus Wu, 1988",101,"randomisedSample"
"Coelioxys pilivalva Friese, 1922",3,"randomisedSample"
"Coelioxys popovi Strand, 1934",1,"randomisedSample"
"Coelioxys postponendus Schulz, 1906",460,"randomisedSample"
"Coelioxys proximus Holmberg, 1916",1,"randomisedSample"
"Coelioxys pucaraensis Holmberg, 1916",5,"randomisedSample"
"Coelioxys quadriceps Friese, 1922",272,"randomisedSample"
"Coelioxys quartodecimdentatus Friese, 1935",2,"randomisedSample"
"Coelioxys raffrayi Dusmet y Alonso, 1915",13,"randomisedSample"
"Coelioxys rajasthaniensis Gupta, 1992",1,"randomisedSample"
"Coelioxys reedianus Holmberg, 1916",9,"randomisedSample"
"Coelioxys reticulatus Pasteels, 1968",190,"randomisedSample"
"Coelioxys riojanus Holmberg, 1916",99,"randomisedSample"
"Coelioxys rosarinus Holmberg, 1918",1,"randomisedSample"
"Coelioxys rotundiscutum (Pasteels, 1977)",42,"randomisedSample"
"Coelioxys rubellus Pasteels, 1968",4,"randomisedSample"
"Coelioxys ruficollis Friese, 1922",9,"randomisedSample"
"Coelioxys rufus Friese, 1922",15,"randomisedSample"
"Coelioxys scutellaris Schrottky, 1902",1,"randomisedSample"
"Coelioxys scutellotuberculatus Pasteels, 1968",1,"randomisedSample"
"Coelioxys semenowi Morawitz, 1894",14,"randomisedSample"
"Coelioxys spativentris Friese, 1935",4,"randomisedSample"
"Coelioxys spatulatus Friese, 1922",94,"randomisedSample"
"Coelioxys spinipyga Strand, 1910",1,"randomisedSample"
"Coelioxys squamatulus (Pasteels, 1977)",86,"randomisedSample"
"Coelioxys squamiger Friese, 1935",2,"randomisedSample"
"Coelioxys squamosoides Pasteels, 1968",138,"randomisedSample"
"Coelioxys subelongata Wu, 1993",68,"randomisedSample"
"Coelioxys subnitens Pasteels, 1977",57,"randomisedSample"
"Coelioxys subspinosa Friese, 1922",4,"randomisedSample"
"Coelioxys sumatranus Enderlein, 1906",3,"randomisedSample"
"Coelioxys surinamensis Friese, 1922",2,"randomisedSample"
"Coelioxys tabayensis Schrottky, 1920",4,"randomisedSample"
"Coelioxys tardus Holmberg, 1916",29,"randomisedSample"
"Coelioxys tegularis Cresson, 1869",3,"randomisedSample"
"Coelioxys tehuelche Holmberg, 1916",9,"randomisedSample"
"Coelioxys tenacior Holmberg, 1916",2,"randomisedSample"
"Coelioxys tilcarae Holmberg, 1916",96,"randomisedSample"
"Coelioxys torquatus Warncke, 1992",20,"randomisedSample"
"Coelioxys triangula Friese, 1906",7,"randomisedSample"
"Coelioxys trispinosus Friese, 1922",16,"randomisedSample"
"Coelioxys truncaticauda Cockerell, 1932",7,"randomisedSample"
"Coelioxys tucumanus Holmberg, 1903",48,"randomisedSample"
"Coelioxys variegatus Holmberg, 1916",12,"randomisedSample"
"Coelioxys warnckei Schwarz and Gusenleitner, 2003",3,"randomisedSample"
"Coelioxys wuae Engel, 2017",1,"randomisedSample"
"Coelioxys xinjiangensis Wu, 2006",84,"randomisedSample"
"Coelioxys yunnanensis Wu, 1993",29,"randomisedSample"
"Cyphanthidium gessorum Eardley and Griswold, 2018",2,"randomisedSample"
"Cyphanthidium sheppardi (Mavromoustakis, 1937)",4,"randomisedSample"
"Cyphanthidium whiteheadi Eardley and Griswold, 2018",2,"randomisedSample"
"Dioxys distinguendus Popov, 1936",104,"randomisedSample"
"Dioxys falsificus Engel, 2023",3,"randomisedSample"
"Dioxys lanzarotensis Tkalců, 2001",269,"randomisedSample"
"Dioxys modestus Popov, 1936",3,"randomisedSample"
"Dioxys turkestanicus Popov, 1936",14,"randomisedSample"
"Duckeanthidium paraense (Urban, 1995)",2,"randomisedSample"
"Duckeanthidium tarapotoense Urban, 2004",39,"randomisedSample"
"Duckeanthidium yurimaguasano (Urban, 2004)",8,"randomisedSample"
"Eoanthidium adentatum Gupta and Simlote, 1993",19,"randomisedSample"
"Eoanthidium afroarabicum Kasparek and Griswold, 2021",226,"randomisedSample"
"Eoanthidium chinense (Wu, 1962)",2,"randomisedSample"
"Eoanthidium flavifrontale Kasparek, 2021",5,"randomisedSample"
"Eoanthidium punjabense Gupta and Sharma, 1993",3,"randomisedSample"
"Epanthidium araranguense Urban, 2006",16,"randomisedSample"
"Epanthidium chapadense Urban, 2006",1,"randomisedSample"
"Eudioxys schwarzi Mavromoustakis, 1968",2,"randomisedSample"
"Fideliopsis borearipa (Whitehead and Eardley, 2003)",9,"randomisedSample"
"Fideliopsis fasciata (Whitehead and Eardley, 2003)",31,"randomisedSample"
"Fideliopsis whiteheadi (Litman and Kuhlmann, 2016)",11,"randomisedSample"
"Gronoceras angolense Cockerell, 1935",3,"randomisedSample"
"Gronoceras catulus Cockerell, 1910",3,"randomisedSample"
"Gronoceras mabirense (Cockerell, 1937)",13,"randomisedSample"
"Gronoceras sosia (Pasteels, 1970)",1,"randomisedSample"
"Haetosmia ethiopiensis Müller and Griswold, 2017",106,"randomisedSample"
"Haetosmia pakistaniensis Müller and Griswold, 2017",1,"randomisedSample"
"Heriades abessinica Friese, 1915",3,"randomisedSample"
"Heriades albiscopana Strand, 1912",13,"randomisedSample"
"Heriades alfkeni Benoist, 1938",1,"randomisedSample"
"Heriades ammodendri Popov, 1960",41,"randomisedSample"
"Heriades arnoldi Friese, 1922",2,"randomisedSample"
"Heriades auroscopata (Gupta, Simlote and Sharma, 1993)",9,"randomisedSample"
"Heriades bequaerti Cockerell, 1931",1,"randomisedSample"
"Heriades bidentata (Gupta and Simlote, 1993)",5,"randomisedSample"
"Heriades bouyssoui Vachal, 1903",9,"randomisedSample"
"Heriades brage Strand, 1912",4,"randomisedSample"
"Heriades burgeoni Benoist, 1931",2,"randomisedSample"
"Heriades canaliculata Benoist, 1931",2,"randomisedSample"
"Heriades cancava Wu, 1982",9,"randomisedSample"
"Heriades chariensis Benoist, 1931",117,"randomisedSample"
"Heriades cingulata Benoist, 1931",7,"randomisedSample"
"Heriades curviventris Strand, 1912",2,"randomisedSample"
"Heriades ellenbergeri Benoist, 1931",1,"randomisedSample"
"Heriades erecta Gupta, 1987",1,"randomisedSample"
"Heriades eximia Friese, 1904",1,"randomisedSample"
"Heriades filicornis Friese, 1915",2,"randomisedSample"
"Heriades floccifera Brauns, 1929",24,"randomisedSample"
"Heriades frontosa Schletterer, 1889",1,"randomisedSample"
"Heriades fuelleborni Friese, 1922",13,"randomisedSample"
"Heriades fulvohispida Yasumatsu and Hirashima, 1952",1,"randomisedSample"
"Heriades gibbosa (Friese, 1909)",2,"randomisedSample"
"Heriades haryanensis (Gupta, Sharma and Simlote, 1993)",8,"randomisedSample"
"Heriades hercules Strand, 1911",1,"randomisedSample"
"Heriades hexadenticulata (Gupta, Sharma and Simlote, 1993)",122,"randomisedSample"
"Heriades himalayensis Gupta, 1993",2,"randomisedSample"
"Heriades indica (Gupta, Sharma and Simlote, 1993)",1,"randomisedSample"
"Heriades langenburgica Strand, 1911",11,"randomisedSample"
"Heriades liberica Cockerell, 1931",1,"randomisedSample"
"Heriades macrognata Vachal, 1909",9,"randomisedSample"
"Heriades mandibularis Friese, 1922",59,"randomisedSample"
"Heriades micheneriana Engel, 2015",4,"randomisedSample"
"Heriades nigrous (Gupta and Sharma, 1993)",5,"randomisedSample"
"Heriades nitescens Cockerell, 1931",2,"randomisedSample"
"Heriades orientalis Gupta, 1987",1,"randomisedSample"
"Heriades otavica Eardley and R. P. Urban, 2006",5,"randomisedSample"
"Heriades pachyacantha Cockerell, 1940",36,"randomisedSample"
"Heriades perminuta Cockerell, 1935",1,"randomisedSample"
"Heriades pogonura Benoist, 1931",1,"randomisedSample"
"Heriades psiadiae Pauly and Griswold, 2001",2,"randomisedSample"
"Heriades rufoflagellata Gupta and Simlote, 1993",1,"randomisedSample"
"Heriades schwarzi Griswold, 1998",4,"randomisedSample"
"Heriades solanensis (Gupta, Simlote and Sharma, 1993)",27,"randomisedSample"
"Heriades subfrontosa Cockerell, 1939",1,"randomisedSample"
"Heriades turcomanica Popov, 1955",3,"randomisedSample"
"Heriades ustulata Benoist, 1931",2,"randomisedSample"
"Heriades victoriae Friese, 1922",7,"randomisedSample"
"Heriades yunnanensis Wu, 1993",1,"randomisedSample"
"Heriadopsis whiteana (Cameron, 1905)",5,"randomisedSample"
"Hoplitis abbreviata (Morawitz, 1875)",1,"randomisedSample"
"Hoplitis agis (Benoist, 1929)",1,"randomisedSample"
"Hoplitis ahrensi (Popov, 1962)",1,"randomisedSample"
"Hoplitis alatauensis (Tkalců, 1992)",9,"randomisedSample"
"Hoplitis alba (van der Zanden, 1994)",3,"randomisedSample"
"Hoplitis albiscopa (Friese, 1899)",2,"randomisedSample"
"Hoplitis albopilosa Wu, 1987",2,"randomisedSample"
"Hoplitis arabiae Müller, 2015",5,"randomisedSample"
"Hoplitis arenivaga van der Zanden, 1996",35,"randomisedSample"
"Hoplitis askhabadensis (Radoszkowski, 1886)",286,"randomisedSample"
"Hoplitis astragali Fateryga, Müller and Proshchalykin, 2023",3,"randomisedSample"
"Hoplitis ayardi (Benoist, 1928)",45,"randomisedSample"
"Hoplitis barbigera (Benoist, 1950)",12,"randomisedSample"
"Hoplitis bilobulata Wu, 1993",4,"randomisedSample"
"Hoplitis carinotarsa Wu, 1987",2,"randomisedSample"
"Hoplitis clypeoincisa Müller, 2022",64,"randomisedSample"
"Hoplitis convolvuli Müller, 2022",2,"randomisedSample"
"Hoplitis coreensis Müller and Mauss, 2016",13,"randomisedSample"
"Hoplitis cretaea (Tkalců, 1992)",9,"randomisedSample"
"Hoplitis daurica (Radoszkowski, 1887)",223,"randomisedSample"
"Hoplitis denudata (Morawitz, 1880)",4,"randomisedSample"
"Hoplitis desertorum Müller, 2014",13,"randomisedSample"
"Hoplitis diabolica (Benoist, 1934)",2,"randomisedSample"
"Hoplitis dispersipunctata Müller, 2014",71,"randomisedSample"
"Hoplitis dorni Tkalců, 1995",2,"randomisedSample"
"Hoplitis emiratensis Müller and Mauss, 2016",2,"randomisedSample"
"Hoplitis excisa (Morawitz, 1880)",2,"randomisedSample"
"Hoplitis fascicularia (Radoszkowski, 1886)",11,"randomisedSample"
"Hoplitis flavofasciata (Wu, 1982)",69,"randomisedSample"
"Hoplitis furcula (Morawitz, 1875)",6,"randomisedSample"
"Hoplitis galichicae Müller, 2016",3,"randomisedSample"
"Hoplitis glasunovi (Morawitz, 1893)",30,"randomisedSample"
"Hoplitis goulemina (Warncke, 1991)",6,"randomisedSample"
"Hoplitis graeca (Tkalců, 2000)",9,"randomisedSample"
"Hoplitis grandiscapa (Pérez, 1895)",1,"randomisedSample"
"Hoplitis heilungjiangensis Wu, 1987",1,"randomisedSample"
"Hoplitis herrmanni Müller, 2022",66,"randomisedSample"
"Hoplitis hilbera Müller, 2012",1,"randomisedSample"
"Hoplitis hyperplastica (Morawitz, 1893)",6,"randomisedSample"
"Hoplitis inconspicua Tkalců, 1995",1,"randomisedSample"
"Hoplitis insolita (Benoist, 1928)",2,"randomisedSample"
"Hoplitis lamina (Pérez, 1895)",1,"randomisedSample"
"Hoplitis laminifera Popov, 1960",6,"randomisedSample"
"Hoplitis lapidaria (Morawitz, 1877)",7,"randomisedSample"
"Hoplitis latifemoralis (Wu, 1985)",3,"randomisedSample"
"Hoplitis lithodorae Müller, 2012",239,"randomisedSample"
"Hoplitis loboclypeata Wu, 1990",4,"randomisedSample"
"Hoplitis malyshevi (Popov, 1963)",1,"randomisedSample"
"Hoplitis manuelae Müller, 2012",36,"randomisedSample"
"Hoplitis maritima (Romankova, 1985)",60,"randomisedSample"
"Hoplitis maussi Müller, 2022",155,"randomisedSample"
"Hoplitis mazzuccoi (Schwarz and Gusenleitner, 2005)",153,"randomisedSample"
"Hoplitis mongolica Wu, 1990",87,"randomisedSample"
"Hoplitis monticola Müller, 2012",32,"randomisedSample"
"Hoplitis murina (Tkalců, 1992)",1,"randomisedSample"
"Hoplitis nasoincisa (Ferton, 1914)",70,"randomisedSample"
"Hoplitis nicolaei Müller, 2012",5,"randomisedSample"
"Hoplitis occidentalis Müller, 2012",2,"randomisedSample"
"Hoplitis orthognatha (Griswold, 1983)",1,"randomisedSample"
"Hoplitis oxypyga (Benoist, 1927)",17,"randomisedSample"
"Hoplitis ozbeki Tkalců, 2000",1,"randomisedSample"
"Hoplitis parasitica (Warncke, 1991)",1,"randomisedSample"
"Hoplitis peniculifera Müller, 2012",2,"randomisedSample"
"Hoplitis picicornis (Morawitz, 1894)",3,"randomisedSample"
"Hoplitis piliventris (Friese, 1913)",3,"randomisedSample"
"Hoplitis prazi Müller, 2022",7,"randomisedSample"
"Hoplitis procerior (Tkalců, 2000)",90,"randomisedSample"
"Hoplitis prosii Müller, 2022",1,"randomisedSample"
"Hoplitis pyrrhosoma Wu, 1990",11,"randomisedSample"
"Hoplitis quettensis Tkalců, 2000",1,"randomisedSample"
"Hoplitis rufimana (Morawitz, 1875)",2,"randomisedSample"
"Hoplitis rugidorsis (Pérez, 1895)",49,"randomisedSample"
"Hoplitis sedivyi Müller, 2022",42,"randomisedSample"
"Hoplitis sichuanensis Wu, 1993",11,"randomisedSample"
"Hoplitis sidiifnii Müller, 2022",1,"randomisedSample"
"Hoplitis significans Tkalců, 1995",4,"randomisedSample"
"Hoplitis simula (Gribodo, 1894)",16,"randomisedSample"
"Hoplitis sinuata (Pérez, 1895)",3,"randomisedSample"
"Hoplitis sternocarinata Müller, 2022",2,"randomisedSample"
"Hoplitis subulicornis (Morawitz, 1877)",3,"randomisedSample"
"Hoplitis taurimordax (Peters, 1983)",28,"randomisedSample"
"Hoplitis tenuicornis (Morawitz, 1875)",1,"randomisedSample"
"Hoplitis tibetensis Wu, 1987",79,"randomisedSample"
"Hoplitis tkalcuella Le Goff, 2003",8,"randomisedSample"
"Hoplitis turcestanica (Dalla Torre, 1896)",4,"randomisedSample"
"Hoplitis ulaangomensis (Tkalců, 1995)",2,"randomisedSample"
"Hoplitis unispina (Alfken, 1935)",1,"randomisedSample"
"Hoplitis verruciventris (Morawitz, 1886)",139,"randomisedSample"
"Hoplitis wadicola (Alfken, 1935)",27,"randomisedSample"
"Hoplitis weibeli Müller, 2022",2,"randomisedSample"
"Hoplitis widmeri Müller, 2022",30,"randomisedSample"
"Hoplitis zaianorum (Benoist, 1927)",1,"randomisedSample"
"Hoplitis_sensu_lato himachali (Gupta, 1991)",3,"randomisedSample"
"Hoplostelis xavieri (Mahlmann, 2020)",1,"randomisedSample"
"Hypanthidioides albertinoi (Parizotto and Urban, 2011)",98,"randomisedSample"
"Hypanthidioides clausi (Urban, 2003)",9,"randomisedSample"
"Hypanthidioides dissimilis (Parizotto and Urban, 2011)",1,"randomisedSample"
"Hypanthidioides ferrugineum (Urban, 1993)",8,"randomisedSample"
"Hypanthidioides lamasi (Urban, 2003)",1,"randomisedSample"
"Hypanthidioides pontagrossensis (Urban, 2005)",25,"randomisedSample"
"Hypanthidioides spinosa (Urban, 1997)",2,"randomisedSample"
"Hypanthidioides tucumanus (Parizotto and Urban, 2011)",1,"randomisedSample"
"Hypanthidioides veredicola (Parizotto and Urban, 2010)",3,"randomisedSample"
"Hypanthidium buchwaldi (Friese, 1904)",3,"randomisedSample"
"Hypanthidium costaricense (Friese, 1917)",13,"randomisedSample"
"Hypanthidium dentiventre (Friese, 1904)",2,"randomisedSample"
"Hypanthidium fabricianum Moure, 1960",53,"randomisedSample"
"Icteranthidium aequabile (Morawitz, 1896)",55,"randomisedSample"
"Icteranthidium aurantiacum Pasteels, 1969",1,"randomisedSample"
"Icteranthidium tshangiricum (Mavromoustakis, 1951)",9,"randomisedSample"
"Ketianthidium zanolae Urban, 2000",5,"randomisedSample"
"Larinostelis scapulata Michener and Griswold, 1994",4,"randomisedSample"
"Lithurgus albofacialis Gupta, 1993",2,"randomisedSample"
"Lithurgus apiformis Gupta, 1993",228,"randomisedSample"
"Lithurgus bractipes Perkins and Cheesman, 1928",17,"randomisedSample"
"Lithurgus indicus Gupta, 1993",1,"randomisedSample"
"Lithurgus magnus Rahman, 1997",3,"randomisedSample"
"Lithurgus nigricans (Cameron, 1898)",5,"randomisedSample"
"Lithurgus nigroabdominalis Gupta, 1993",90,"randomisedSample"
"Lithurgus ovoabdominalis Gupta, 1993",66,"randomisedSample"
"Lithurgus rufipes Smith, 1853",92,"randomisedSample"
"Lithurgus tiwarii Gupta and Tewari, 1987",1,"randomisedSample"
"Lithurgus unifasciatus Radoszkowski, 1882",2,"randomisedSample"
"Lithurgus veeravaliensis Gupta, 1993",9,"randomisedSample"
"Lithurgus xishuangensis Wu, 2006",1,"randomisedSample"
"Megachile acris Mitchell, 1930",2,"randomisedSample"
"Megachile acutiventris Friese, 1903",2,"randomisedSample"
"Megachile aduaensis Friese, 1909",5,"randomisedSample"
"Megachile akamiella Pasteels, 1965",13,"randomisedSample"
"Megachile albispinis Vachal, 1908",2,"randomisedSample"
"Megachile albolineata Cameron, 1897",5,"randomisedSample"
"Megachile albonigra Pasteels, 1973",348,"randomisedSample"
"Megachile alboplumula Wu, 2005",1,"randomisedSample"
"Megachile alleynae Rayment, 1935",2,"randomisedSample"
"Megachile alternans Friese, 1922",1,"randomisedSample"
"Megachile amabilis Cockerell, 1933",1,"randomisedSample"
"Megachile ambigua (Pasteels, 1965)",6,"randomisedSample"
"Megachile amoena (Pasteels, 1965)",138,"randomisedSample"
"Megachile apennina Benoist, 1940",1,"randomisedSample"
"Megachile apoicola (Engel, 2011)",1,"randomisedSample"
"Megachile apposita Rayment, 1939",62,"randomisedSample"
"Megachile arnoldiella (Pasteels, 1965)",1,"randomisedSample"
"Megachile atahualpa Schrottky, 1913",1,"randomisedSample"
"Megachile atroalbida Pasteels, 1965",6,"randomisedSample"
"Megachile aurea Mitchell, 1930",1,"randomisedSample"
"Megachile auriculata (Gupta, 1989)",236,"randomisedSample"
"Megachile aurijubis Vachal, 1908",15,"randomisedSample"
"Megachile aurorea Friese, 1917",73,"randomisedSample"
"Megachile azarica Cockerell, 1945",79,"randomisedSample"
"Megachile baeri Vachal, 1904",27,"randomisedSample"
"Megachile barbiellinii Moure, 1944",394,"randomisedSample"
"Megachile basimacula Roig-Alsina and Torretta, 2023",162,"randomisedSample"
"Megachile bernardinensis Strand, 1910",174,"randomisedSample"
"Megachile bicarinis Vachal, 1909",4,"randomisedSample"
"Megachile biloba Vachal, 1910",2,"randomisedSample"
"Megachile bipartita Smith, 1879",20,"randomisedSample"
"Megachile bisinua Vachal, 1908",1,"randomisedSample"
"Megachile blepharis Dorchin and Praz, 2018",2,"randomisedSample"
"Megachile botanicarum Cockerell, 1923",32,"randomisedSample"
"Megachile breviceps Friese, 1898",28,"randomisedSample"
"Megachile bridarollii Moure, 1947",10,"randomisedSample"
"Megachile bukamensis Cockerell, 1935",18,"randomisedSample"
"Megachile butonensis Friese, 1909",201,"randomisedSample"
"Megachile canastra Melo and Parizotto, 2015",64,"randomisedSample"
"Megachile candanga Raw, 2006",1,"randomisedSample"
"Megachile castaneipes Friese, 1909",390,"randomisedSample"
"Megachile ceratops Engel, 2017",3,"randomisedSample"
"Megachile chamacoco Schrottky, 1913",320,"randomisedSample"
"Megachile chiangmaiensis Chatthanabun and Warrit, 2020",1,"randomisedSample"
"Megachile cingulata Friese, 1903",1,"randomisedSample"
"Megachile clariceps Friese, 1917",5,"randomisedSample"
"Megachile cliffordi Rayment, 1953",2,"randomisedSample"
"Megachile cognatiformis (Pasteels, 1970)",112,"randomisedSample"
"Megachile collaris Friese, 1908",1,"randomisedSample"
"Megachile commixta (Pasteels, 1970)",2,"randomisedSample"
"Megachile compta Vachal, 1908",146,"randomisedSample"
"Megachile confluens Pérez, 1902",9,"randomisedSample"
"Megachile conjugalis Mitchell, 1930",23,"randomisedSample"
"Megachile conradsi Friese, 1911",2,"randomisedSample"
"Megachile corduvensis Schrottky, 1909",41,"randomisedSample"
"Megachile crabipedes Wu, 2005",3,"randomisedSample"
"Megachile crassepunctata Yasumatsu and Hirashima, 1965",3,"randomisedSample"
"Megachile cressa (Tkalců, 1988)",256,"randomisedSample"
"Megachile creutzburgi (Tkalců, 2009)",190,"randomisedSample"
"Megachile croceipennis Friese, 1917",4,"randomisedSample"
"Megachile cruziana Mitchell, 1930",18,"randomisedSample"
"Megachile cubiceps Friese, 1906",1,"randomisedSample"
"Megachile cupreohirta Cockerell, 1933",1,"randomisedSample"
"Megachile curtuloides Pasteels, 1973",1,"randomisedSample"
"Megachile dalmeidai Moure, 1944",8,"randomisedSample"
"Megachile danunciae Melo and Parizotto, 2015",1,"randomisedSample"
"Megachile dawensis (Pasteels, 1965)",4,"randomisedSample"
"Megachile delphinensis Benoist, 1962",3,"randomisedSample"
"Megachile diamontana Melo and Parizotto, 2015",9,"randomisedSample"
"Megachile diasi Raw, 2006",1,"randomisedSample"
"Megachile difficilis Morawitz, 1875",12,"randomisedSample"
