"scientificName","dataFrom","continent","n"
"Lasioglossum helios Ebmer, 1985","litEstimate","Europe",1
"Lasioglossum hispanicum (Blüthgen, 1931)","litEstimate","Europe",1
"Lasioglossum phoenicurus (Warncke, 1975)","litEstimate","Europe",2
"Megachile bioculata Pérez, 1902","litEstimate","Europe",3
"Megachile ghilianii Spinola, 1843","litEstimate","Europe",204
"Megachile gothalauniensis Pérez, 1902","litEstimate","Europe",1
"Megachile hohmanni Tkalců, 1993","litEstimate","Europe",1
"Megachile otomita Cresson, 1878","litEstimate","Europe",2
"Melecta gracilipes Lieftinck, 1980","litEstimate","Europe",1
"Melecta prophanta Lieftinck, 1980","litEstimate","Europe",37
"Melitta hispanica Friese, 1900","litEstimate","Europe",9
"Melitta iberica Warncke, 1973","litEstimate","Europe",2
"Melitta murciana Warncke, 1973","litEstimate","Europe",3
"Melitta schmiedeknechtii Friese, 1898","litEstimate","Europe",5
"Melitta seitzi Alfken, 1927","litEstimate","Europe",24
"Nomada barcelonensis Cockerell, 1917","litEstimate","Europe",2
"Nomada bolivari Dusmet y Alonso, 1913","litEstimate","Europe",35
"Nomada cadiza Schwarz and Gusenleitner, 2013","litEstimate","Europe",2
"Nomada elsei Schwarz and Smit, 2018","litEstimate","Europe",24
"Nomada halophila Wood, 2022","litEstimate","Europe",2
"Nomada perezi Dusmet y Alonso, 1913","litEstimate","Europe",1
"Nomada pruinosa Pérez, 1895","litEstimate","Europe",1
"Nomada sabulosa Radoszkowski, 1876","litEstimate","Europe",2
"Nomada smiti Schwarz, 2018","litEstimate","Europe",6
"Osmia corniculata (van der Zanden, 1989)","litEstimate","Europe",2
"Osmia dusmeti van der Zanden, 1998","litEstimate","Europe",1
"Osmia larochei Tkalců, 1993","litEstimate","Europe",3
"Osmia palmae Tkalců, 2001","litEstimate","Europe",10
"Osmia pinguis Pérez, 1895","litEstimate","Europe",2
"Panurginus annulatus (Sichel, 1859)","litEstimate","Europe",1
"Panurginus brullei (Lepeletier, 1841)","litEstimate","Europe",2
"Parammobatodes maroccanus (Warncke, 1983)","litEstimate","Europe",1
"Protosmia humeralis (Pérez, 1895)","litEstimate","Europe",2
"Schmiedeknechtia oraniensis Friese, 1896","litEstimate","Europe",18
"Simpanurgus phyllopodus (Warncke, 1972)","litEstimate","Europe",1
"Sphecodes pseudocrassus Blüthgen, 1925","litEstimate","Europe",23
"Tetralonia_sensu_lato coangustata Dours, 1873","litEstimate","Europe",69
"Trachusa varia (Olivier, 1789)","litEstimate","Europe",15
"Megachile aterrima Smith, 1862","litEstimate","Europe",30
"Nomia incerta Gribodo, 1894","litEstimate","Europe",2
"Andrena caprimulga Warncke, 1975","litEstimate","Europe",1
"Andrena chersona Warncke, 1972","litEstimate","Europe",5
"Andrena glabriventris Alfken, 1935","litEstimate","Europe",4
"Andrena labiatula Osytshnjuk, 1993","litEstimate","Europe",40
"Andrena stigmatica Morawitz, 1894","litEstimate","Europe",2
"Andrena tricuspidata Scheuchl, 2010","litEstimate","Europe",1
"Colletes tardus Noskiewicz, 1936","litEstimate","Europe",2
"Dasypoda toroki Michez, 2004","litEstimate","Europe",9
"Eucera atriceps Morawitz, 1877","litEstimate","Europe",1
"Hoplitis turcestanica (Dalla Torre, 1896)","litEstimate","Europe",1
"Hylaeus nigrifacies Bramson, 1879","litEstimate","Europe",178
"Lasioglossum gilanum (Blüthgen, 1931)","litEstimate","Europe",1
"Melitta budashkini Radchenko and Ivanov, 2012","litEstimate","Europe",1
"Nomada yarrowi Schwarz, 1981","litEstimate","Europe",1
"Tetragonula ruficornis (Smith, 1870)","litEstimate","Europe",3
"Amegilla whiteheadi (Cockerell, 1910)","litEstimate","Europe",86
"Afranthidium malacopygum (Gribodo, 1894)","litEstimate","Europe",1
"Anthidium vigintiduopunctatum Friese, 1904","litEstimate","Europe",42
"Acanthopus palmatus (Olivier, 1789)","points","North America",10
"Agapanthinus callophilus (Cockerell, 1923)","points","North America",2
"Agapostemon alayoi Roberts, 1972","points","North America",5
"Agapostemon angelicus Cockerell, 1924","points","North America",19934
"Agapostemon atrocaeruleus Friese, 1917","points","North America",221
"Agapostemon centratus (Vachal, 1903)","points","North America",2
"Agapostemon coloradinus (Vachal, 1903)","points","North America",183
"Agapostemon columbi Roberts, 1972","points","North America",27
"Agapostemon cyaneus Roberts, 1972","points","North America",4
"Agapostemon erebus Roberts, 1972","points","North America",1
"Agapostemon femoralis (Guérin-Méneville, 1845)","points","North America",8
"Agapostemon femoratus Crawford, 1901","points","North America",3187
"Agapostemon insularis Roberts, 1972","points","North America",7
"Agapostemon intermedius Roberts, 1972","points","North America",30
"Agapostemon jamaicensis Roberts, 1972","points","North America",1
"Agapostemon kohliellus (Vachal, 1903)","points","North America",1
"Agapostemon leunculus (Vachal, 1903)","points","North America",417
"Agapostemon melliventris Cresson, 1874","points","North America",5194
"Agapostemon mexicanus Roberts, 1972","points","North America",13
"Agapostemon nasutus Smith, 1853","points","North America",2994
"Agapostemon obliquus (Provancher, 1888)","points","North America",1770
"Agapostemon ochromops Roberts, 1972","points","North America",52
"Agapostemon peninsularis Roberts, 1972","points","North America",25
"Agapostemon poeyi (Lucas, 1857)","points","North America",101
"Agapostemon rhopalocera Smith, 1853","points","North America",7
"Agapostemon robertsi Sheffield, Vilhelmsen and Bakker, 2021","points","North America",1
"Agapostemon sapphirinus Roberts, 1972","points","North America",5
"Agapostemon sericeus (Forster, 1771)","points","North America",3116
"Agapostemon splendens (Lepeletier, 1841)","points","North America",16028
"Agapostemon swainsonae Cockerell, 1910","points","North America",1
"Agapostemon texanus Cresson, 1872","points","North America",10601
"Agapostemon tyleri Cockerell, 1917","points","North America",795
"Agapostemon viequesensis Cockerell, 1918","points","North America",37
"Agapostemon virescens (Fabricius, 1775)","points","North America",22237
"Agapostemonoides hurdi Roberts and Brooks, 1987","points","North America",15
"Aglaomelissa duckei (Friese, 1906)","points","North America",2
"Amegilla cingulata (Fabricius, 1775)","points","North America",1
"Ancylandrena atoposoma (Cockerell, 1934)","points","North America",104
"Ancylandrena koebelei (Timberlake, 1951)","points","North America",73
"Ancylandrena larreae (Timberlake, 1951)","points","North America",927
"Ancylandrena rozeni Zavortink, 1994","points","North America",19
"Ancylandrena timberlakei Zavortink, 1974","points","North America",115
"Ancyloscelis apiformis (Fabricius, 1793)","points","North America",1802
"Ancyloscelis hertigi Michener, 1954","points","North America",4
"Ancyloscelis melanostoma Cockerell, 1923","points","North America",106
"Ancyloscelis panamensis Michener, 1954","points","North America",2
"Ancyloscelis sejuncta Cockerell, 1933","points","North America",21
"Ancyloscelis wheeleri (Cockerell, 1912)","points","North America",68
"Andrena ablegata (Cockerell, 1922)","points","North America",158
"Andrena accepta Viereck, 1916","points","North America",597
"Andrena aculeata LaBerge, 1980","points","North America",3
"Andrena aerifera LaBerge, 1967","points","North America",17
"Andrena afimbriata LaBerge, 1967","points","North America",9
"Andrena agilis Smith, 1879","points","North America",6
"Andrena agoseridis Thorp, 1969","points","North America",305
"Andrena alamonis Viereck, 1917","points","North America",21
"Andrena alceae LaBerge, 1986","points","North America",4
"Andrena algida Smith, 1853","points","North America",299
"Andrena aliciae Robertson, 1891","points","North America",247
"Andrena aliciarum Cockerell, 1897","points","North America",23
"Andrena alleghaniensis Viereck, 1907","points","North America",461
"Andrena amphibola (Viereck, 1904)","points","North America",428
"Andrena anatolis Linsley and MacSwain, 1961","points","North America",91
"Andrena andrenoides (Cresson, 1878)","points","North America",747
"Andrena angustella Cockerell, 1936","points","North America",113
"Andrena angusticrus LaBerge, 1971","points","North America",12
"Andrena angustitarsata Viereck, 1904","points","North America",3451
"Andrena anisochlora Cockerell, 1936","points","North America",215
"Andrena annectens Ribble, 1968","points","North America",19
"Andrena anograe Cockerell, 1901","points","North America",88
"Andrena apacheorum Cockerell, 1897","points","North America",111
"Andrena apasta Linsley and MacSwain, 1961","points","North America",20
"Andrena aquila LaBerge, 1971","points","North America",6
"Andrena arabis Robertson, 1897","points","North America",341
"Andrena arctostaphylae Ribble, 1968","points","North America",53
"Andrena ardis LaBerge, 1967","points","North America",8
"Andrena arenicola LaBerge and Ribble, 1972","points","North America",80
"Andrena argemonis Cockerell, 1896","points","North America",328
"Andrena asteris Robertson, 1891","points","North America",652
"Andrena asteroides Mitchell, 1960","points","North America",25
"Andrena astragali Viereck and Cockerell, 1914","points","North America",378
"Andrena atlantica Mitchell, 1960","points","North America",203
"Andrena atypica (Cockerell, 1941)","points","North America",316
"Andrena auricoma Smith, 1879","points","North America",702
"Andrena aurihirta Donovan, 1977","points","North America",195
"Andrena auripes LaBerge, 1967","points","North America",4
"Andrena avulsa LaBerge and Ribble, 1972","points","North America",10
"Andrena baeriae Timberlake, 1941","points","North America",171
"Andrena balsamorhizae LaBerge, 1967","points","North America",371
"Andrena banksi Malloch, 1917","points","North America",330
"Andrena barbara Bouseman and LaBerge, 1979","points","North America",1602
"Andrena barberi Cockerell, 1898","points","North America",106
"Andrena barbilabris (Kirby, 1802)","points","North America",915
"Andrena beameri LaBerge, 1967","points","North America",20
"Andrena bendensis Donovan, 1977","points","North America",35
"Andrena berberidis Cockerell, 1905","points","North America",19
"Andrena berkeleyi Viereck and Cockerell, 1914","points","North America",13
"Andrena bernardina Linsley, 1938","points","North America",13
"Andrena biareola LaBerge, 1971","points","North America",25
"Andrena bicolor Fabricius, 1775","points","North America",2
"Andrena bilimeki LaBerge, 1967","points","North America",70
"Andrena birtwelli Cockerell, 1901","points","North America",621
"Andrena bisalicis Viereck, 1908","points","North America",562
"Andrena biscutellata Viereck, 1917","points","North America",5
"Andrena blaisdelli Cockerell, 1924","points","North America",24
"Andrena blennospermatis Thorp, 1969","points","North America",25
"Andrena bocensis Donovan, 1977","points","North America",4
"Andrena boronensis Linsley and MacSwain, 1962","points","North America",27
"Andrena braccata Viereck, 1907","points","North America",405
"Andrena bradleyi Viereck, 1907","points","North America",629
"Andrena brevicornis Bouseman and LaBerge, 1979","points","North America",13
"Andrena brevipalpis Cockerell, 1930","points","North America",555
"Andrena brooksi Larkin, 2004","points","North America",30
"Andrena bruneri Viereck and Cockerell, 1914","points","North America",134
"Andrena buccata LaBerge, 1971","points","North America",14
"Andrena bucculenta LaBerge and Ribble, 1972","points","North America",31
"Andrena buckelli Viereck, 1924","points","North America",149
"Andrena bullata LaBerge, 1967","points","North America",25
"Andrena caerulea Smith, 1879","points","North America",1615
"Andrena californiensis Ribble, 1968","points","North America",42
"Andrena caliginosa Viereck, 1917","points","North America",13
"Andrena calvata LaBerge, 1967","points","North America",7
"Andrena camissoniae Linsley and MacSwain, 1968","points","North America",2
"Andrena canadensis Dalla Torre, 1896","points","North America",505
"Andrena candida Smith, 1879","points","North America",1826
"Andrena candidiformis Viereck and Cockerell, 1914","points","North America",390
"Andrena capricornis Casad and Cockerell, 1896","points","North America",84
"Andrena carlini Cockerell, 1901","points","North America",8689
"Andrena carolina Viereck, 1909","points","North America",873
"Andrena ceanothi Viereck, 1917","points","North America",352
"Andrena ceanothifloris Linsley, 1938","points","North America",187
"Andrena cerasifolii Cockerell, 1896","points","North America",1479
"Andrena cercocarpi Cockerell, 1936","points","North America",144
"Andrena cerebrata Mitchell, 1960","points","North America",39
"Andrena chalybaea (Cresson, 1878)","points","North America",74
"Andrena chalybioides (Viereck, 1904)","points","North America",38
"Andrena chaparralensis Neff and Larkin, 2002","points","North America",7
"Andrena chapmanae Viereck, 1904","points","North America",225
"Andrena cheyennorum Viereck and Cockerell, 1914","points","North America",135
"Andrena chlorogaster Viereck, 1904","points","North America",1224
"Andrena chlorosoma Linsley and MacSwain, 1961","points","North America",63
"Andrena chlorura Cockerell, 1916","points","North America",625
"Andrena chromotricha Cockerell, 1899","points","North America",104
"Andrena chylismiae Linsley and MacSwain, 1961","points","North America",16
"Andrena citrinihirta Viereck, 1917","points","North America",43
"Andrena clarkella (Kirby, 1802)","points","North America",366
"Andrena cleodora (Viereck, 1904)","points","North America",360
"Andrena coactipostica Viereck, 1917","points","North America",17
"Andrena coconina LaBerge, 1980","points","North America",5
"Andrena colletina Cockerell, 1906","points","North America",155
"Andrena columbiana Viereck, 1917","points","North America",2412
"Andrena commoda Smith, 1879","points","North America",957
"Andrena compositarum Thorp and LaBerge, 2005","points","North America",4
"Andrena concinnula (Cockerell, 1898)","points","North America",92
"Andrena confederata Viereck, 1917","points","North America",241
"Andrena congrua LaBerge, 1977","points","North America",83
"Andrena coracina LaBerge and Bouseman, 1970","points","North America",15
"Andrena cornelli Viereck, 1907","points","North America",178
"Andrena coruscata LaBerge, 1977","points","North America",3
"Andrena costillensis Viereck and Cockerell, 1914","points","North America",270
"Andrena cragini Cockerell, 1899","points","North America",21
"Andrena crataegi Robertson, 1893","points","North America",4966
"Andrena crawfordi Viereck, 1909","points","North America",165
"Andrena cressonii Robertson, 1891","points","North America",4015
"Andrena crinita Bouseman and LaBerge, 1979","points","North America",8
"Andrena cristata Viereck, 1917","points","North America",384
"Andrena cruciferarum Ribble, 1974","points","North America",59
"Andrena crudeni LaBerge, 1971","points","North America",474
"Andrena cryptanthae Timberlake, 1951","points","North America",69
"Andrena cuneilabris Viereck, 1926","points","North America",154
"Andrena cupreotincta Cockerell, 1901","points","North America",679
"Andrena cyanophila Cockerell, 1906","points","North America",326
"Andrena cyanosoma (Cockerell, 1916)","points","North America",26
"Andrena cyanura Cockerell, 1916","points","North America",20
"Andrena cymatilis LaBerge, 1987","points","North America",14
"Andrena daeckei Viereck, 1907","points","North America",14
"Andrena dapsilis LaBerge, 1971","points","North America",9
"Andrena declinis LaBerge, 1977","points","North America",3
"Andrena decolorata LaBerge and Thorp, 2005","points","North America",6
"Andrena deserticola Timberlake, 1937","points","North America",6
"Andrena dimorpha Mitchell, 1960","points","North America",23
"Andrena discreta Smith, 1879","points","North America",102
"Andrena dissimulans Timberlake, 1951","points","North America",16
"Andrena dissona Thorp and LaBerge, 2005","points","North America",3
"Andrena distans Provancher, 1888","points","North America",277
"Andrena dolomellea Lanham, 1949","points","North America",36
"Andrena dreisbachorum LaBerge, 1967","points","North America",11
"Andrena duboisi Timberlake, 1951","points","North America",37
"Andrena dunningi Cockerell, 1898","points","North America",1143
"Andrena duplicata Mitchell, 1960","points","North America",18
"Andrena durangoensis Viereck and Cockerell, 1914","points","North America",8
"Andrena edwardsi Viereck, 1916","points","North America",129
"Andrena ellisiae Cockerell, 1914","points","North America",2
"Andrena eothina Linsley and MacSwain, 1961","points","North America",15
"Andrena eremophila Thorp and LaBerge, 2005","points","North America",3
"Andrena erigeniae Robertson, 1891","points","North America",7713
"Andrena erythrogaster (Ashmead, 1890)","points","North America",1397
"Andrena erythronii Robertson, 1891","points","North America",510
"Andrena escondida Cockerell, 1938","points","North America",30
"Andrena evoluta Linsley and MacSwain, 1961","points","North America",547
"Andrena faceta LaBerge, 1987","points","North America",8
"Andrena fenningeri Viereck, 1922","points","North America",221
"Andrena ferrugineipes LaBerge, 1977","points","North America",11
"Andrena flaminea LaBerge, 1971","points","North America",1
"Andrena flandersi Timberlake, 1937","points","North America",34
"Andrena flexa Malloch, 1917","points","North America",31
"Andrena flocculosa LaBerge and Ribble, 1972","points","North America",26
"Andrena forbesii Robertson, 1891","points","North America",1986
"Andrena foxii Cockerell, 1898","points","North America",22
"Andrena fracta Casad and Cockerell, 1896","points","North America",717
"Andrena fragilis Smith, 1853","points","North America",906
"Andrena frigida Smith, 1853","points","North America",1188
"Andrena fulgida LaBerge, 1980","points","North America",2
"Andrena fulminea LaBerge, 1967","points","North America",121
"Andrena fulvipennis Smith, 1853","points","North America",227
"Andrena fumosa LaBerge, 1967","points","North America",26
"Andrena furva Linsley and MacSwain, 1961","points","North America",12
"Andrena fuscicauda (Viereck, 1904)","points","North America",75
"Andrena gardineri Cockerell, 1906","points","North America",390
"Andrena geranii Robertson, 1891","points","North America",484
"Andrena gibberis Viereck, 1924","points","North America",21
"Andrena gnaphalii (Cockerell, 1938)","points","North America",16
"Andrena gordoni Ribble, 1974","points","North America",16
"Andrena grindeliae Donovan, 1977","points","North America",3
"Andrena hallii Dunning, 1898","points","North America",283
"Andrena hamulata LaBerge and Ribble, 1975","points","North America",24
"Andrena hastulata LaBerge, 1986","points","North America",14
"Andrena haynesi Viereck and Cockerell, 1914","points","North America",218
