"scientificName","dataFrom","continent","n"
"Lasioglossum turneri (Cockerell, 1914)","points","Oceania",104
"Lasioglossum uncinatum Walker, 1995","points","Oceania",11
"Lasioglossum urbanum (Smith, 1879)","points","Oceania",5214
"Lasioglossum veronicae (Cockerell, 1926)","points","Oceania",1120
"Lasioglossum versifrons (Perkins and Cheesman, 1928)","points","Oceania",8
"Lasioglossum verticulum (Walker, 1997)","points","Oceania",2
"Lasioglossum vexator (Krombein, 1950)","points","Oceania",40
"Lasioglossum victoriae (Cockerell, 1926)","points","Oceania",21
"Lasioglossum victoriellum (Cockerell, 1914)","points","Oceania",271
"Lasioglossum viridiscitum (Cockerell, 1911)","points","Oceania",1
"Lasioglossum vitripenne (Smith, 1879)","points","Oceania",1681
"Lasioglossum waterhousei (Cockerell, 1915)","points","Oceania",70
"Lasioglossum willsi (Cockerell, 1906)","points","Oceania",281
"Lasioglossum woodsi (Cockerell, 1910)","points","Oceania",32
"Lasioglossum xerophilum Walker, 1995","points","Oceania",75
"Lasioglossum zingowli (Cheesman and Perkins, 1939)","points","Oceania",4
"Leioproctus alleynae (Rayment, 1935)","points","Oceania",120
"Leioproctus apicalis (Cockerell, 1921)","points","Oceania",1
"Leioproctus bimaculatus (Smith, 1879)","points","Oceania",34
"Leioproctus boltoni Cockerell, 1904","points","Oceania",175
"Leioproctus capillatus (Rayment, 1935)","points","Oceania",78
"Leioproctus castaneipes (Cockerell, 1914)","points","Oceania",1
"Leioproctus fulvescens (Smith, 1876)","points","Oceania",139
"Leioproctus huakiwi Donovan, 2007","points","Oceania",130
"Leioproctus hudsoni (Cockerell, 1925)","points","Oceania",3
"Leioproctus imitatus Smith, 1853","points","Oceania",386
"Leioproctus incomptus (Cockerell, 1921)","points","Oceania",1
"Leioproctus kanapuu Donovan, 2007","points","Oceania",30
"Leioproctus keehua Donovan, 2007","points","Oceania",17
"Leioproctus maritimus (Cockerell, 1936)","points","Oceania",2
"Leioproctus metallicus (Smith, 1853)","points","Oceania",39
"Leioproctus monticola (Cockerell, 1925)","points","Oceania",14
"Leioproctus nicholsoni (Cockerell, 1929)","points","Oceania",5
"Leioproctus nitidulus (Cockerell, 1916)","points","Oceania",1
"Leioproctus obscurus (Smith, 1853)","points","Oceania",697
"Leioproctus paahaumaa Donovan, 2007","points","Oceania",98
"Leioproctus pango Donovan, 2007","points","Oceania",187
"Leioproctus pavonellus (Cockerell, 1929)","points","Oceania",14
"Leioproctus pekanui Donovan, 2007","points","Oceania",10
"Leioproctus philonesus (Cockerell, 1929)","points","Oceania",7
"Leioproctus providellus (Cockerell, 1905)","points","Oceania",231
"Leioproctus providus (Smith, 1879)","points","Oceania",202
"Leioproctus punctatus (Smith, 1853)","points","Oceania",15
"Leioproctus purpureus (Smith, 1853)","points","Oceania",10
"Leioproctus recusus (Cockerell, 1921)","points","Oceania",17
"Leioproctus semilucens (Cockerell, 1929)","points","Oceania",1
"Leioproctus spatulatus (Cockerell, 1905)","points","Oceania",8
"Leioproctus subminutus (Rayment, 1934)","points","Oceania",4
"Leioproctus thornleighensis (Cockerell, 1906)","points","Oceania",27
"Leioproctus versicolor (Smith, 1853)","points","Oceania",453
"Leioproctus vestitus (Smith, 1876)","points","Oceania",9
"Leioproctus waipounamu Donovan, 2007","points","Oceania",32
"Leioproctus_sensu_lato albovittatus (Cockerell, 1929)","points","Oceania",1
"Leioproctus_sensu_lato hackeri (Cockerell, 1918)","points","Oceania",2
"Leioproctus_sensu_lato tropicalis (Cockerell, 1929)","points","Oceania",1
"Lipotriches modesta (Smith, 1862)","points","Oceania",18
"Lipotriches pulchriventris (Cameron, 1897)","points","Oceania",48
"Lithurgus atratiformis Cockerell, 1905","points","Oceania",20
"Lithurgus atratus Smith, 1853","points","Oceania",11
"Lithurgus fortis Cockerell, 1929","points","Oceania",6
"Lithurgus scabrosus (Smith, 1859)","points","Oceania",34
"Maynardapis bicristata (Cockerell, 1929)","points","Oceania",12
"Maynardapis irrorata (Smith, 1853)","points","Oceania",121
"Maynardapis launcestonensis (Cockerell, 1914)","points","Oceania",237
"Maynardapis nomadiformis (Cockerell, 1921)","points","Oceania",8
"Megachile abdominalis Smith, 1853","points","Oceania",61
"Megachile adelaidae Cockerell, 1910","points","Oceania",1
"Megachile aethiops Smith, 1853","points","Oceania",129
"Megachile alani Cockerell, 1929","points","Oceania",1
"Megachile albomarginata Smith, 1879","points","Oceania",9
"Megachile apicata Smith, 1853","points","Oceania",230
"Megachile atrella Cockerell, 1906","points","Oceania",373
"Megachile aurantiaca Friese, 1905","points","Oceania",6
"Megachile aurifrons Smith, 1853","points","Oceania",781
"Megachile australis Lucas, 1876","points","Oceania",12
"Megachile axillaris Meade-Waldo, 1915","points","Oceania",74
"Megachile barvonensis Cockerell, 1914","points","Oceania",73
"Megachile batchelori Cockerell, 1929","points","Oceania",1
"Megachile bicornis (King, 1994)","points","Oceania",81
"Megachile brevis Say, 1837","points","Oceania",122
"Megachile calida Smith, 1879","points","Oceania",2
"Megachile callura (Cockerell, 1914)","points","Oceania",840
"Megachile canifrons Smith, 1853","points","Oceania",371
"Megachile captionis Cockerell, 1914","points","Oceania",177
"Megachile carteri Cockerell, 1929","points","Oceania",1
"Megachile cetera Cockerell, 1912","points","Oceania",2
"Megachile chrysopyga Smith, 1853","points","Oceania",1843
"Megachile chrysopygopsis Cockerell, 1929","points","Oceania",50
"Megachile ciliatipes Cockerell, 1921","points","Oceania",6
"Megachile cincturata Cockerell, 1912","points","Oceania",17
"Megachile clotho Smith, 1860","points","Oceania",4
"Megachile clypeata Smith, 1853","points","Oceania",156
"Megachile conaminis Cockerell, 1926","points","Oceania",2
"Megachile cordata Smith, 1879","points","Oceania",2
"Megachile darwiniana Cockerell, 1906","points","Oceania",109
"Megachile deanii Rayment, 1935","points","Oceania",157
"Megachile derelicta Cockerell, 1913","points","Oceania",3
"Megachile detersa Cockerell, 1910","points","Oceania",4
"Megachile diligens Smith, 1879","points","Oceania",1
"Megachile dinognatha Cockerell, 1929","points","Oceania",24
"Megachile disputabilis Krombein, 1951","points","Oceania",1
"Megachile doddiana Cockerell, 1906","points","Oceania",7
"Megachile duboulaii (Smith, 1865)","points","Oceania",29
"Megachile ebenea (King, 1994)","points","Oceania",4
"Megachile emexae (King, 1994)","points","Oceania",15
"Megachile erimae Mocsáry, 1899","points","Oceania",1
"Megachile erythropyga Smith, 1853","points","Oceania",388
"Megachile eucalypti Cockerell, 1910","points","Oceania",19
"Megachile fabricator Smith, 1868","points","Oceania",4
"Megachile ferox Smith, 1879","points","Oceania",418
"Megachile ferruginea Friese, 1903","points","Oceania",1
"Megachile foliata Smith, 1860","points","Oceania",1
"Megachile franki (Friese, 1920)","points","Oceania",2
"Megachile frontalis (Fabricius, 1804)","points","Oceania",25
"Megachile fullawayi Cockerell, 1914","points","Oceania",10
"Megachile fultoni Cockerell, 1913","points","Oceania",209
"Megachile fulvomarginata Cockerell, 1906","points","Oceania",19
"Megachile fumipennis Smith, 1868","points","Oceania",4
"Megachile gahani Cockerell, 1906","points","Oceania",15
"Megachile gilbertiella Cockerell, 1910","points","Oceania",1
"Megachile hackeri Cockerell, 1913","points","Oceania",78
"Megachile haematogastra Cockerell, 1921","points","Oceania",3
"Megachile hardyi Cockerell, 1929","points","Oceania",1
"Megachile heliophila Cockerell, 1913","points","Oceania",83
"Megachile henrici Cockerell, 1907","points","Oceania",13
"Megachile heriadiformis Smith, 1853","points","Oceania",88
"Megachile hilli Cockerell, 1929","points","Oceania",21
"Megachile horatii Cockerell, 1913","points","Oceania",113
"Megachile ignescens Cockerell, 1929","points","Oceania",367
"Megachile ignita Smith, 1853","points","Oceania",508
"Megachile kakadui (King, 1994)","points","Oceania",4
"Megachile kirbiella Rayment, 1953","points","Oceania",2
"Megachile kununurrensis (King, 1994)","points","Oceania",4
"Megachile latericauda Cockerell, 1921","points","Oceania",24
"Megachile laticeps Smith, 1853","points","Oceania",71
"Megachile leeuwinensis Meade-Waldo, 1915","points","Oceania",76
"Megachile leucopogon Cockerell, 1929","points","Oceania",8
"Megachile leucopyga Smith, 1853","points","Oceania",33
"Megachile lineatipes Cockerell, 1910","points","Oceania",10
"Megachile lucidiventris Smith, 1853","points","Oceania",245
"Megachile mackayensis Cockerell, 1910","points","Oceania",10
"Megachile macleayi Cockerell, 1907","points","Oceania",25
"Megachile macularis Dalla Torre, 1896","points","Oceania",495
"Megachile mendanae Cockerell, 1911","points","Oceania",1
"Megachile micrerythrura Cockerell, 1910","points","Oceania",138
"Megachile modesta Smith, 1862","points","Oceania",27
"Megachile monkmani Rayment, 1935","points","Oceania",104
"Megachile monstrosa Smith, 1868","points","Oceania",345
"Megachile mundifica Cockerell, 1921","points","Oceania",12
"Megachile mystacea (Fabricius, 1775)","points","Oceania",70
"Megachile mystaceana (Michener, 1962)","points","Oceania",175
"Megachile nigrovittata Cockerell, 1906","points","Oceania",295
"Megachile oblonga Smith, 1879","points","Oceania",723
"Megachile obtusa Smith, 1853","points","Oceania",525
"Megachile oculiformis Rayment, 1956","points","Oceania",2
"Megachile ordinaria Smith, 1853","points","Oceania",109
"Megachile paracallida Rayment, 1935","points","Oceania",134
"Megachile pararhodura Cockerell, 1910","points","Oceania",13
"Megachile patera (King, 1994)","points","Oceania",4
"Megachile phenacopyga Cockerell, 1910","points","Oceania",1
"Megachile pictiventris Smith, 1879","points","Oceania",135
"Megachile preissi Cockerell, 1910","points","Oceania",62
"Megachile prosopidis Cockerell, 1900","points","Oceania",1
"Megachile punctata Smith, 1853","points","Oceania",90
"Megachile quinquelineata Cockerell, 1906","points","Oceania",6
"Megachile ramulipes Cockerell, 1913","points","Oceania",70
"Megachile recisa Cockerell, 1913","points","Oceania",1
"Megachile remeata Cockerell, 1913","points","Oceania",53
"Megachile remotula Cockerell, 1910","points","Oceania",142
"Megachile resinifera Meade-Waldo, 1915","points","Oceania",105
"Megachile revicta Cockerell, 1913","points","Oceania",1
"Megachile rhodogastra Cockerell, 1910","points","Oceania",7
"Megachile rhodura Cockerell, 1906","points","Oceania",98
"Megachile rottnestensis Rayment, 1934","points","Oceania",171
"Megachile rotundata (Fabricius, 1787)","points","Oceania",285
"Megachile rowlandi Cockerell, 1930","points","Oceania",1
"Megachile rufolobata Cockerell, 1913","points","Oceania",8
"Megachile rufomaculata Rayment, 1935","points","Oceania",19
"Megachile rugosa Smith, 1879","points","Oceania",79
"Megachile semicandens Cockerell, 1910","points","Oceania",424
"Megachile semiclara Cockerell, 1929","points","Oceania",1
"Megachile semiluctuosa Smith, 1853","points","Oceania",477
"Megachile sequior Cockerell, 1910","points","Oceania",36
"Megachile serricauda Cockerell, 1910","points","Oceania",377
"Megachile shortlandi Cockerell, 1911","points","Oceania",1
"Megachile similis Smith, 1879","points","Oceania",1
"Megachile simplex Smith, 1853","points","Oceania",199
"Megachile simpliciformis Cockerell, 1918","points","Oceania",1
"Megachile speluncarum Meade-Waldo, 1915","points","Oceania",363
"Megachile subferox Meade-Waldo, 1915","points","Oceania",79
"Megachile subremotula Rayment, 1934","points","Oceania",4
"Megachile suffusipennis Cockerell, 1906","points","Oceania",2
"Megachile tasmanica Cockerell, 1916","points","Oceania",49
"Megachile tenuicincta Cockerell, 1929","points","Oceania",1
"Megachile tosticauda Cockerell, 1912","points","Oceania",2365
"Megachile turneri (Meade-Waldo, 1913)","points","Oceania",5
"Megachile umbripennis Smith, 1853","points","Oceania",28
"Megachile ustulata Smith, 1862","points","Oceania",18
"Megachile variabilis_unavailable (King, 1994)","points","Oceania",20
"Megachile ventralis Smith, 1860","points","Oceania",1
"Megachile viridinitens Cockerell, 1930","points","Oceania",1
"Megachile waterhousei Cockerell, 1906","points","Oceania",5
"Melittosmithia carinata (Smith, 1862)","points","Oceania",7
"Melittosmithia subtilis Cockerell, 1926","points","Oceania",2
"Mellitidia tomentifera (Friese, 1909)","points","Oceania",158
"Meroglossa canaliculata Smith, 1853","points","Oceania",8
"Meroglossa diversipuncta (Cockerell, 1909)","points","Oceania",8
"Meroglossa eucalypti Cockerell, 1910","points","Oceania",53
"Meroglossa ferruginea Houston, 1975","points","Oceania",1
"Meroglossa gemmata Houston, 1975","points","Oceania",135
"Meroglossa impressifrons (Smith, 1853)","points","Oceania",100
"Meroglossa itamuca (Cockerell, 1910)","points","Oceania",153
"Meroglossa modesta Houston, 1975","points","Oceania",34
"Meroglossa plumifera Houston, 1975","points","Oceania",32
"Meroglossa punctata Rayment, 1935","points","Oceania",10
"Meroglossa rubricata (Smith, 1879)","points","Oceania",114
"Meroglossa rugosa Houston, 1975","points","Oceania",5
"Meroglossa sculptissima Cockerell, 1910","points","Oceania",28
"Meroglossa setifera Houston, 1975","points","Oceania",18
"Meroglossa soror Perkins, 1912","points","Oceania",1
"Meroglossa striaticeps (Friese, 1924)","points","Oceania",25
"Meroglossa sulcifrons (Smith, 1853)","points","Oceania",70
"Meroglossa torrida (Smith, 1879)","points","Oceania",32
"Minycolletes abnormis (Cockerell, 1916)","points","Oceania",5
"Minycolletes finkei (Michener, 1965)","points","Oceania",64
"Minycolletes microsomus (Michener, 1965)","points","Oceania",41
"Minycolletes wahlenbergiae (Michener, 1965)","points","Oceania",22
"Neopasiphae insignis Rayment, 1930","points","Oceania",20
"Neopasiphae mirabilis Perkins, 1912","points","Oceania",767
"Neopasiphae simplicior Michener, 1965","points","Oceania",82
"Nomada australensis Perkins, 1912","points","Oceania",42
"Nomia aurantifer Cockerell, 1910","points","Oceania",22
"Nomia froggatti Cockerell, 1911","points","Oceania",112
"Nomia lyonsiae Cockerell, 1912","points","Oceania",89
"Nomia melanderi Cockerell, 1906","points","Oceania",4
"Nomia rubroviridis Cockerell, 1905","points","Oceania",34
"Nomia swainsoniae Cockerell, 1921","points","Oceania",29
"Odontocolletes asper (Maynard, 1997)","points","Oceania",1
"Odontocolletes callurus (Cockerell, 1914)","points","Oceania",36
"Odontocolletes erythropyga (Maynard, 1997)","points","Oceania",17
"Odontocolletes nomiaeformis (Cockerell, 1930)","points","Oceania",3
"Odontocolletes pachyodontus (Cockerell, 1915)","points","Oceania",38
"Odontocolletes rudissimus (Cockerell, 1929)","points","Oceania",36
"Osmia caerulescens (Linnaeus, 1758)","points","Oceania",1
"Ottocolletes muelleri (Houston and Maynard, 2012)","points","Oceania",30
"Pachyprosopis angophorae Cockerell, 1912","points","Oceania",65
"Pachyprosopis cornuta Exley, 1972","points","Oceania",8
"Pachyprosopis eucalypti Exley, 1972","points","Oceania",14
"Pachyprosopis eucyrta Exley, 1972","points","Oceania",56
"Pachyprosopis flava Exley, 1976","points","Oceania",16
"Pachyprosopis georgica Cockerell, 1929","points","Oceania",2
"Pachyprosopis grossoscapus Exley, 1976","points","Oceania",22
"Pachyprosopis hackeri Cockerell, 1916","points","Oceania",6
"Pachyprosopis haematostoma Cockerell, 1913","points","Oceania",344
"Pachyprosopis holoxanthopus Cockerell, 1914","points","Oceania",7
"Pachyprosopis indicans Cockerell, 1918","points","Oceania",36
"Pachyprosopis kellyi Cockerell, 1916","points","Oceania",809
"Pachyprosopis kununurra Exley, 1976","points","Oceania",33
"Pachyprosopis melanognathus Exley, 1976","points","Oceania",2
"Pachyprosopis mirabilis Perkins, 1908","points","Oceania",123
"Pachyprosopis plebeia Cockerell, 1910","points","Oceania",5
"Pachyprosopis psilosomata Exley, 1972","points","Oceania",53
"Pachyprosopis purnongensis (Rayment, 1928)","points","Oceania",4
"Pachyprosopis sternotricha Exley, 1972","points","Oceania",26
"Pachyprosopis trichopoda Exley, 1972","points","Oceania",34
"Pachyprosopis xanthodonta (Cockerell, 1913)","points","Oceania",587
"Pachyprosopis xanthometopa Exley, 1972","points","Oceania",25
"Palaeorhiza basilura Cockerell, 1910","points","Oceania",2
"Palaeorhiza disrupta Cockerell, 1914","points","Oceania",58
"Palaeorhiza flavomellea Cockerell, 1910","points","Oceania",16
"Palaeorhiza hedleyi Cockerell, 1929","points","Oceania",3
"Palaeorhiza mandibularis Michener, 1965","points","Oceania",1
"Palaeorhiza melanura Cockerell, 1910","points","Oceania",7
"Palaeorhiza parallela (Cockerell, 1905)","points","Oceania",77
"Palaeorhiza patricia Cheesman, 1948","points","Oceania",3
"Palaeorhiza purpureocincta Cockerell, 1926","points","Oceania",2
"Palaeorhiza reginarum (Cockerell, 1905)","points","Oceania",14
"Palaeorhiza tetraxantha (Cockerell, 1911)","points","Oceania",1
"Palaeorhiza turneriana (Cockerell, 1905)","points","Oceania",56
"Palaeorhiza viridifrons Cockerell, 1921","points","Oceania",3
"Papuatrigona atricornis (Smith, 1865)","points","Oceania",1
"Paracolletes brevicornis (Smith, 1854)","points","Oceania",8
"Paracolletes crassipes Smith, 1853","points","Oceania",199
"Paracolletes rebellis Cockerell, 1912","points","Oceania",55
"Paracolletes submacrodontus Rayment, 1934","points","Oceania",4
"Patellapis albipilata (Walker, 1996)","points","Oceania",8
"Patellapis binghami (W. F. Kirby, 1900)","points","Oceania",2
"Patellapis stirlingi (Cockerell, 1910)","points","Oceania",99
"Pharohylaeus lactifer (Cockerell, 1910)","points","Oceania",16
"Phenacolletes mimus Cockerell, 1905","points","Oceania",97
"Protomorpha alloeopus Maynard, 1991","points","Oceania",32
"Protomorpha crispa (Batley, 2013)","points","Oceania",3
"Protomorpha fallax (Cockerell, 1921)","points","Oceania",5
"Protomorpha minuta (Cockerell, 1916)","points","Oceania",250
"Protomorpha nix (Batley, 2013)","points","Oceania",1
"Protomorpha plautus (Maynard, 1991)","points","Oceania",23
"Protomorpha tarsalis (Rayment, 1959)","points","Oceania",8
"Pseudoanthidium repetitum (Schulz, 1906)","points","Oceania",209
"Ptilonomia plumosa (Michener, 1965)","points","Oceania",1
"Reepenia bituberculata (Smith, 1853)","points","Oceania",66
"Rhamphocolletes macmillani (Houston, 1991)","points","Oceania",77
"Sericogaster fasciata Westwood, 1835","points","Oceania",43
"Sphecodes profugus Cockerell, 1910","points","Oceania",29
"Stenohesma nomadiformis Michener, 1965","points","Oceania",4
"Stenotritus greavesi (Rayment, 1930)","points","Oceania",157
"Stenotritus nitidus (Smith, 1879)","points","Oceania",1
"Stenotritus pubescens (Smith, 1868)","points","Oceania",23
"Stenotritus rufocollaris (Cockerell, 1921)","points","Oceania",3
"Tetragonula carbonaria (Smith, 1854)","points","Oceania",1376
"Tetragonula clypearis (Friese, 1909)","points","Oceania",54
"Tetragonula davenporti (Franck, 2004)","points","Oceania",5
"Tetragonula hockingsi (Cockerell, 1929)","points","Oceania",260
"Tetragonula mellipes (Friese, 1898)","points","Oceania",56
"Tetragonula sapiens (Cockerell, 1911)","points","Oceania",143
"Thyreus caeruleopunctatus (Blanchard, 1840)","points","Oceania",541
"Thyreus lugubris (Smith, 1879)","points","Oceania",133
"Thyreus macleayi (Cockerell, 1907)","points","Oceania",8
"Thyreus nitidulus (Fabricius, 1804)","points","Oceania",627
"Thyreus rotundatus (Friese, 1905)","points","Oceania",3
"Thyreus sicarius Lieftinck, 1962","points","Oceania",30
"Thyreus waroonensis (Cockerell, 1913)","points","Oceania",608
"Trichocolletes aeratus Batley and Houston, 2012","points","Oceania",43
"Trichocolletes albigenae Batley and Houston, 2012","points","Oceania",40
"Trichocolletes avialis Batley and Houston, 2012","points","Oceania",2
"Trichocolletes brachytomus Batley and Houston, 2012","points","Oceania",3
"Trichocolletes brunilabrum Batley and Houston, 2012","points","Oceania",2
"Trichocolletes burnsi Michener, 1965","points","Oceania",38
"Trichocolletes capillosus Batley and Houston, 2012","points","Oceania",2
"Trichocolletes centralis Batley and Houston, 2012","points","Oceania",29
"Trichocolletes chrysostomus (Cockerell, 1929)","points","Oceania",7
"Trichocolletes dives (Cockerell, 1914)","points","Oceania",42
"Trichocolletes dowerinensis Rayment, 1931","points","Oceania",5
"Trichocolletes dundasensis Batley and Houston, 2012","points","Oceania",2
"Trichocolletes eremophilae Houston, 1990","points","Oceania",36
"Trichocolletes erythrurus (Cockerell, 1914)","points","Oceania",16
"Trichocolletes fuscus Batley and Houston, 2012","points","Oceania",44
"Trichocolletes gelasinus Batley and Houston, 2012","points","Oceania",1
"Trichocolletes grandis Batley and Houston, 2012","points","Oceania",13
"Trichocolletes hackeri (Cockerell, 1913)","points","Oceania",50
"Trichocolletes lacaris Batley and Houston, 2012","points","Oceania",1
"Trichocolletes latifrons (Cockerell, 1914)","points","Oceania",11
"Trichocolletes leucogenys Batley and Houston, 2012","points","Oceania",8
"Trichocolletes luteorufus Batley and Houston, 2012","points","Oceania",1
"Trichocolletes marginatus (Smith, 1879)","points","Oceania",19
"Trichocolletes maximus (Cockerell, 1929)","points","Oceania",26
"Trichocolletes micans Batley and Houston, 2012","points","Oceania",21
"Trichocolletes multipectinatus Houston, 1990","points","Oceania",58
"Trichocolletes nitens Batley and Houston, 2012","points","Oceania",4
"Trichocolletes orientalis Batley and Houston, 2012","points","Oceania",199
"Trichocolletes platyprosopis Batley and Houston, 2012","points","Oceania",2
"Trichocolletes pulcherrimus Michener, 1965","points","Oceania",48
"Trichocolletes rufibasis (Cockerell, 1929)","points","Oceania",11
"Trichocolletes sericeus (Smith, 1862)","points","Oceania",114
"Trichocolletes serotinus Batley and Houston, 2012","points","Oceania",59
"Trichocolletes simus Batley and Houston, 2012","points","Oceania",1
"Trichocolletes soror Batley and Houston, 2012","points","Oceania",1
"Trichocolletes tenuiculus Rayment, 1931","points","Oceania",23
"Trichocolletes tuberatus Batley and Houston, 2012","points","Oceania",8
"Trichocolletes venustus (Smith, 1862)","points","Oceania",244
"Tumidihesma flaviceps Exley, 1996","points","Oceania",5
"Tumidihesma tridentata Exley, 1996","points","Oceania",10
"Urocolletes rhodurus (Michener, 1965)","points","Oceania",64
"Xanthesma argosomata Exley, 1969","points","Oceania",2
"Xanthesma baringa (Exley, 1978)","points","Oceania",8
"Xanthesma blanda (Smith, 1879)","points","Oceania",2
"Xanthesma brachycera (Cockerell, 1914)","points","Oceania",14
"Xanthesma clara (Exley, 1974)","points","Oceania",11
"Xanthesma clethrosema (Exley, 1969)","points","Oceania",12
"Xanthesma clypearis (Michener, 1965)","points","Oceania",32
"Xanthesma dasycephala Exley, 1969","points","Oceania",10
"Xanthesma deloschema (Exley, 1969)","points","Oceania",1
"Xanthesma euxesta (Exley, 1969)","points","Oceania",2
"Xanthesma evansi (Michener, 1965)","points","Oceania",16
"Xanthesma flava Michener, 1965","points","Oceania",2
"Xanthesma flavicauda (Michener, 1965)","points","Oceania",58
"Xanthesma furcifera (Cockerell, 1913)","points","Oceania",1778
"Xanthesma infuscata (Exley, 1978)","points","Oceania",21
"Xanthesma isae (Exley, 1978)","points","Oceania",4
"Xanthesma lasiosomata Exley, 1969","points","Oceania",7
"Xanthesma levis (Exley, 1978)","points","Oceania",11
"Xanthesma lucida (Exley, 1974)","points","Oceania",56
"Xanthesma lukinsiana (Exley, 1969)","points","Oceania",2
"Xanthesma lutea Exley, 1969","points","Oceania",26
"Xanthesma maculata (Smith, 1879)","points","Oceania",1
"Xanthesma megacephala (Exley, 1974)","points","Oceania",16
"Xanthesma megastigma (Exley, 1978)","points","Oceania",4
"Xanthesma melanoclypearis (Exley, 1969)","points","Oceania",8
"Xanthesma merredensis Exley, 1974","points","Oceania",2
"Xanthesma newmanensis (Exley, 1978)","points","Oceania",17
"Xanthesma nigrior Michener, 1965","points","Oceania",92
"Xanthesma nukarnensis (Exley, 1974)","points","Oceania",35
"Xanthesma parva Exley, 1969","points","Oceania",4
"Xanthesma primaria (Michener, 1965)","points","Oceania",2
"Xanthesma robusta (Exley, 1978)","points","Oceania",6
"Xanthesma scutellaris (Michener, 1965)","points","Oceania",98
"Xanthesma stagei (Exley, 1969)","points","Oceania",11
"Xanthesma striolata (Exley, 1978)","points","Oceania",8
"Xanthesma trisulca Exley, 1969","points","Oceania",139
"Xanthesma tuberculata (Exley, 1978)","points","Oceania",53
"Xanthesma villosula (Smith, 1879)","points","Oceania",41
"Xanthesma vittata Exley, 1969","points","Oceania",12
"Xylocopa aerata (Smith, 1851)","points","Oceania",830
"Xylocopa aruana Ritsema, 1876","points","Oceania",732
"Xylocopa bombylans (Fabricius, 1775)","points","Oceania",1005
"Xylocopa bryorum (Fabricius, 1775)","points","Oceania",1
"Xylocopa disconota Friese, 1914","points","Oceania",94
"Xylocopa lieftincki Leys, 2000","points","Oceania",606
"Xylocopa nigroclypeata Rayment, 1935","points","Oceania",87
"Xylocopa parvula Rayment, 1935","points","Oceania",330
"Xylocopa sonorina Smith, 1874","points","Oceania",19
"Xylocopa virginica (Linnaeus, 1771)","points","Oceania",41
"Xylocopa waterhousei Leys, 2000","points","Oceania",43
"Zosterocolletes advena (Smith, 1862)","points","Oceania",232
"Zosterocolletes ruficornis (Smith, 1879)","points","Oceania",14
"Zosterocolletes worsfoldi (Cockerell, 1906)","points","Oceania",7
"Zyzzocolletes nigrofulvus (Cockerell, 1914)","points","Oceania",27
"Aageocolletes rubellus (Smith, 1862)","litEstimate","Oceania",3
"Amegilla berylae (Rayment, 1947)","litEstimate","Oceania",1
"Amegilla froggatti (Cockerell, 1914)","litEstimate","Oceania",2
"Amegilla griseocincta Leijs, 2020","litEstimate","Oceania",23
"Amegilla incognita Leijs, 2020","litEstimate","Oceania",36
"Amegilla mimica (Rayment, 1944)","litEstimate","Oceania",21
"Amegilla youngi Leijs, 2020","litEstimate","Oceania",1
"Amphylaeus flavicans Houston, 1975","litEstimate","Oceania",2
"Andrena alfkenella Perkins, 1914","litEstimate","Oceania",1
"Andrena hattorfiana (Fabricius, 1775)","litEstimate","Oceania",2
"Andrena minutula (Kirby, 1802)","litEstimate","Oceania",2
"Andrena minutuloides Perkins, 1914","litEstimate","Oceania",1
"Andrenopsis michenerianus E. A. B. Almeida, 2008","litEstimate","Oceania",8
"Anthidiellum melanaspis Cockerell, 1929","litEstimate","Oceania",1
"Anthoglossa cygni Cockerell, 1904","litEstimate","Oceania",18
"Anthoglossa frederici (Cockerell, 1905)","litEstimate","Oceania",53
"Anthoglossa rufopilosus (Rayment, 1935)","litEstimate","Oceania",194
"Anthoglossa vittata Rayment, 1931","litEstimate","Oceania",38
"Austronomia adelaidella (Cockerell, 1910)","litEstimate","Oceania",15
"Austronomia aenea (Smith, 1875)","litEstimate","Oceania",1
"Austronomia aerata (Smith, 1875)","litEstimate","Oceania",41
"Austronomia alboscopacea (Friese, 1917)","litEstimate","Oceania",9
"Austronomia analis (Friese, 1924)","litEstimate","Oceania",2
"Austronomia argentifrons (Smith, 1862)","litEstimate","Oceania",1
"Austronomia clypeata (Smith, 1875)","litEstimate","Oceania",4
"Austronomia cyanella (Cockerell, 1913)","litEstimate","Oceania",2
"Austronomia doddii (Cockerell, 1905)","litEstimate","Oceania",1
"Austronomia gilberti (Cockerell, 1905)","litEstimate","Oceania",1
"Austronomia grisella (Cockerell, 1913)","litEstimate","Oceania",43
"Austronomia hypodonta (Cockerell, 1905)","litEstimate","Oceania",11
"Austronomia latetibialis (Friese, 1924)","litEstimate","Oceania",42
"Austronomia melanoptera (Cockerell, 1910)","litEstimate","Oceania",345
"Austronomia melvilliana (Cockerell, 1929)","litEstimate","Oceania",2
"Austronomia miranda (Rayment, 1954)","litEstimate","Oceania",3
"Austronomia nuda (Rayment, 1939)","litEstimate","Oceania",1
"Austronomia pennata (Friese, 1924)","litEstimate","Oceania",50
"Austronomia rufocognita (Cockerell, 1905)","litEstimate","Oceania",38
"Austronomia semiaurea (Cockerell, 1905)","litEstimate","Oceania",1
"Austronomia stalkeri (Cockerell, 1910)","litEstimate","Oceania",31
"Austronomia subaustralica (Cockerell, 1910)","litEstimate","Oceania",5
"Austronomia tapiniensis Pauly, 2009","litEstimate","Oceania",3
"Austronomia tenuihirta (Cockerell, 1905)","litEstimate","Oceania",1
